光學字符識別	OCR
蟾魚	toadfish
蠓	midge
蠓蟲	gnat
蠕動	wriggle\tperistalsis
蠕動的	wriggly\tperistaltic
蠕動者	wriggler
蠕蟲	worm
蠕蟲狀	vermiform
蠢事	follies\tfoolery
蠢人	oaf
蠢行	tomfoolery
蠢貨	schmuck
蠹魚	silverfish
蠼螋	earwig
血	blood
血友病	hemophilia\thaemophilia
血友病患者	hemophiliac\thaemophiliac
血塊	gore
血小板	PLT\tplatelet
血染	ensanguine
血栓	thrombus
血栓形成	thrombosis
血根草	bloodroot
血汗工廠	sweatshop
血污的	bloodied
血流	bloodstream
血漿	plasma
血液學	hematology\thaematology
血液生成	sanguification
血清	serum
血清學	serology\tserological
血清素	serotonin
血的	hemal\thematic
血石	bloodstone
血管分佈	vascularity
血管擴張劑	vasodilator
血管收縮劑	vasoconstrictor
血管的	vascular
血管緊張素	angiotensin
血管舒縮	vasomotor
血管造影	angiography
血紅素	hematin\thaematin
血紅色	incarnadine
血紅蛋白	hemoglobin\thaemoglobin
血統	lineage\tpedigree
血統簿	studbook
血緣	consanguinity
血腥	bloody\tbloodiness
血腥地	bloodily\tsanguinarily
血腥的	gory\tsanguinary
血蟲	bloodworm
血跡	bloodstain
行	rows
行業	industries
行爲	Acts\tdoings
行爲上	behaviorally
行爲不當	misbehave
行爲主義	behaviorism\tbehavioristic
行爲主義者	behaviorist
行爲學	ethology
行爲的	behavioral\tbehavioural
行乞	beggary
行人	pedestrian
行會	guild\tguilde
行會成員	guildsman
行內	intraline
行刑者	executioner
行列	procession
行列的	processional
行動	act\taction
行動主義	activism
行動者	doer
行政	executive\tadministration
行政上	administratively
行政的	administrative\tadministerative
行政部門	administrations
行數	linage
行星	planet
行星的	planetary
行李	luggage\tbaggage
行李員	bellhop
行李箱	suitcase
行板	andante
行程	itinerary\titineraries
行經	menstruate
行話	cant\tlingo
行賄中	bribing
行賄者	briber
行走	ambulate\tambulation
行走的	passant
行進	marches\tmarched
行間	interline
行間的	interlinear
行駛性能	roadability
衍射	diffract\tdiffraction
衍射的	diffractive
衍生品	spinoff
街頭居民	streeters
街頭漫步	streetwalking
街頭霸王	gorillaz
街道	street
衡平法院	chancery
衣刷	clothesbrush
衣帽間	cloakroom\tcheckroom
衣服	tog\tvesture
衣架	hanger
衣櫃	almirah\twardrobe
衣櫥	armoire
衣物	clothing
衣衫襤褸者	tatterdemalion
衣領	collar
補丁	patch
補丁工具	lspatch
補償	comp\tcompo
補償器	compensator
補償的	compensatory
補充	replenish\tcomplement
補充中	supplementing\tcomplementing
補充了	complemented
補充器	complementer
補充物	complements
補充的	supplemental\tsupplemented
補劑	tonic
補救	remedy
補救措施	remedies
補救的	remedial
補水	rehydrate
補藥	corroborant
補貨	restock
補貼	subsidy\tsubsidise
表土	topsoil
表型	phenotype
錶帶	watchband
表情圖標	emoticons
表情符號	emoji
表情表演	emote
表意字	ideogram
表意的	ideographic
表明	evince\tbespeaks
表明的	indicated
表格	xls\txlsx
表格的	tabular
表演	acting\tperforms
表演不足	underact
表演中	performing
表演了	performed
表演技巧	showmanship
表演者	showman\tperformer
表演過火	overact
表現	behave\tperformance
表現主義者	expressionist
表現力	expressiveness
表現欲	exhibitionism
表皮	epidermis\tscarfskin
表示	denote\tsignify
表示上	denotationally
表示的	denotational
表語	predicative
表達	express\tcouched
表達中	expressing
表達的	expressional
表達過	expressed
表面	surface
表面上	seemingly\toutwardly
表面上的	seeming
表面性	surfaceness
表面活性劑	surfactant
表面的	ostensible
表面硬化	caseharden
表面硬化的	casehardened
表面貼裝技術	SMT\tSurface Mounted Technology
表音文字	phonography
襯墊	liner
襯套	bushing
襯線	serif\tseriffed
襯衣	sark
襯衫	shirt\tblouse
襯衫下襬	shirttail
襯衫前襟	shirtfront
襯衫式連衣裙	shirtwaist
襯衫料	shirting
襯裙	petticoat
襯裏	lining\tinterlining
襯頁	endpaper
衰減	attenuation
衰減器	fader\tattenuator
衰弱	enervation\tdevitalization
衰弱的	effete\tflagging
衰老	dotage\tanility
衰老的	anile\tsenile
衰落	labefaction
衰退	wane\tebbing
衰退中	waning
衰退的	recessional
衷心的	heartfelt
袋	bag
袋子	bags
袋熊	wombat
袋狀假髮	bagwig
袋狸	bandicoot
袋蟲	caseworm
袋蛾	bagworm
袋裝的	pouched
袋鼠	kangaroo
袖口	cuff
袖套	sleave
袖子	sleeve
袖孔	armhole
袖釦	cufflink
袖珍書	pocketbook
襪子	sock\tSOCKS
襪帶	garter
被上訴人	appellee
被中和的	neutralized
被乘數	multiplicand
被任命者	appointee
被伏擊	ambushed
被保證人	warrantee
被保險人	insurant
被信任的	credited
被傾倒	dumped
被催淚的	maced
被關押的	pent
被冒犯的	offended
被寫的	penned
被冤枉	wronged
被減數	minuend
被擊中	socked
被擊敗的	defeated
被刪除好友	unfriended
被判刑	sentenced
被刺激的	goaded
被刻	nicked
被刻畫的	characterized
被剝削的	exploited
被剝奪	dispossessed
被加數	summand
被動	passiveness
被動地	passively
被動性	passivity
被動的	passive
被劫持	hijacked
被勒死	strangled
被勒索的	extorted
被包圍	encircled
被包裹的	enveloped
被壓倒	overpowered
被壓制	repressed
被壓制的	suppressed
被原諒	forgiven
被原諒的	excused\tpardoned
被取代的	displaced\tsupplanted
被取消資格	disqualified
被嚇住的	intimidated
被吞併	annexed
被吩咐的	bidden
被吸引的	attracted
被告	libellee\tindictee
被嘮叨	nagged
被嘲弄	taunted
被嘲笑的	ridiculed
被困	trapped\tcornered
被困擾的	bedeviled
被圍住	enclosed
被圍困的	besieged
被圍欄	railed
被圍繞的	surrounded
被埋	buried
被塞住的	gagged
被威嚇	browbeaten
被威脅	menaced
被子	quilt
被子植物	angiosperm
被安撫	lulled
被寵壞的	spoiled
被容忍	tolerated
被封鎖的	blockaded
被屠宰	butchered
被屠宰的	slaughtered
被屠殺	massacred
被崇拜的	adored
被建議者	advisee
被開方數	radicand
被開除教籍的	excommunicated
被棄者	abandonee
被引誘的	seduced\tenticed
被彈劾的	impeached
被強姦	raped
被強迫	coerced
被征服的	conquered\tvanquished
被忽視	unheeded
被忽視的	ignored\tneglected
被懷疑的	suspected
被恐嚇的	terrorized
被懲罰的	chastised
被戲弄	teased
被打動	impressed
被打屁股	spanked
被打斷	interrupted
被打敗的	beaten
被扔出窗外	defenestrated
被抑制	stifled
被抓住的	seized
被撫摸	fondled
被拋棄的	forsaken\tabandoned
被搶	mugged
被搶佔	preempted
被抹去的	obliterated
被抹殺者	unperson
被擔保人	vouchee
被拐騙	Shanghaied
被拒絕的	spurned
被拖	towed
被拖累	lumbered
被拘留的	detained\tinterned
被拘留者	detainee\tinternee
被擁抱者	huggee
被攔截	intercepted
被指導的	directed
被指揮	bossed
被指控的	accused
被指派任務	tasked
被撓癢的	tickled
被捆住的	hogtied
被捉弄	pranked
被捕	arrested
被捕獲的	captured
被授權的	empowered
被排斥	repelled
被排斥者	outkast
被排除的	excluded
被掠奪的	pillaged
被控告	arraigned
被推動	propelled
被推擠	jostled
被推翻	overthrown
被提名	nominated
被提名者	nominee
被搭訕	accosted
被摧殘	savaged
被操縱的	manipulated
被支撐	bolstered
被支配的	dominated
被攻擊的	attacked
被放逐	banished
被敲詐	blackmailed
被斬首	beheaded
被無視	ghosted
被曲解	misconstrued
被殺	slain\tkilled
被束縛	shackled
被栓住	bolted
被根除的	uprooted
被框	framed
被欺負	bullied
被毀的	ravaged
被母愛的	mothered
被毒氣攻擊的	gassed
被沒收	forfeited
被治理的	governed
被洗腦	brainwashed
被流放	exiled
被測驗的	quizzed
被消滅	annihilated
被淹的	deluged
被濫用的	abused
被激怒	exasperated
被激怒的	irritated
被灌輸的	indoctrinated
被炸	bombed
被照亮的	illuminated
被愛的	loved
被牽連的	implicated
被狠揍	clobbered
被玷污的	besmirched
被理解	apprehended
被電死的	electrocuted
被監禁	imprisoned
被盜	stolen
被盜竊	burglarized
被看待的	regarded
被破壞	undermined
被破壞的	vandalized
被禁止	banned\toutlawed
被禁止的	barred\tforbidden
被私刑處死	lynched
被積函數	integrand
被稀釋者	dilutee
被竊聽的	bugged
被篡奪	usurped
被篡改	tampered
被綁架的	abducted
被緩刑	reprieved
被罷免的	deposed
被羨慕的	envied
被背書人	endorsee
被蔑視	scorned
被虐待的	brutalized
被襲擊	raided
被要求的	demanded
被解釋	construed
被觸發	triggered
被認爲	deemed
被許可人	licensee
被證明的	vindicated
被詛咒的	cursed\taccurst
被誤用	misused
被誤解	misunderstood
被誘捕	snared
被說服	persuaded
被誹謗的	vilified
被調換的孩童	changeling
被謀殺	murdered
被譴責的	condemned
被責備的	blamed
被起訴	sued
被超過	overtaken
被轟炸	bombarded
被輕描淡寫	underplayed
被辱罵	reviled
被違反的	violated
被迫	compelled
被迫地	forcedly
被迫的	forced
被迷住的	captivated
被追捕	hounded
被追捕的	hunted
被追逐的	chased
被選	chosen
被選者	selectee
被逗樂的	amused
被逮捕	busted
被遺棄者	outcast
被遮蔽	eclipsed
被邀請的	invited
被採用的	adopted
被鐵路運輸	railroaded
被銬	handcuffed
被鎖住的	chained
被問候	greeted
被陪伴的	chaperoned
被顛覆	subverted
被風吹的	windblown
被驅使	driven
被驅逐	evicted\texpelled
被驅逐者	deportee
被騙	fooled\tbilked
被騷擾	molested
被騷擾的	harassed
被黑	hacked
襲擊	raid\tassault
襲擊中	raiding
襲擊者	raider
裁軍	disarmament
裁決	verdict\trulings
裁決的	adjudicative
裁決者	adjudicator
裁判	ref\tump
裁判官	praetor
裁剪	cropping
裁剪的	cropped
裁員	layoff\tdownsize
裁定	adjudicate\tadjudication
裁定的	adjudicated
裁縫	tailor\tdressmaker
裁縫業	tailoring
裁縫的	sartorial
裂變	fission
裂口	chasm
裂殖植物	schizophyte
裂紋	crazing
裂紋陶器	crackleware
裂縫	slit\tcleft
裂谷	rift
裝入	incase
裝入口袋	pocketed
裝入箱內	encase
裝口袋	pocketing
裝備	equip\toutfit
裝框	enframe
裝桶	barrelling
裝瓶	bottling
裝瓶商	bottler
裝甲的	armored\tironclad
裝甲車	panzer
裝病	mump\tmalinger
裝箱的	cased
裝罐	canning
裝羽毛者	featherer
裝腔作勢	attitudinize
裝腔作勢的	mincing
裝腔者	poser
裝袋	bagged\tbagging
裝袋工	bagger
裝訂	binding\tstapling
裝訂廠	bindery
裝訂工	bookbinder
裝載	lade\tstow
裝載中	stowing
裝載機	loder\tloader
裝載的	freighted
裝載空間	stowage
裝配	fitting
裝配工	fitter
裝鐘匠	bellhanger
裝飾	dight\tadorn
裝飾中	upholstering
裝飾中的	decorating
裝飾品	upholstery\tadornments
裝飾地	decoratively
裝飾工	upholsterer
裝飾師	decorator
裝飾性	decorative
裝飾框	cartouche
裝飾物	trimmings
裝飾的	adorned\tgarlanded
裝飾線條	moulding
裝飾藝術	deco
裝飾過的	decorated
裘德	Jude
裙子	skirt
裙帶關係	nepotism
裙帶關係者	nepotist
裙底	upskirt
裙撐	hoopskirt\tcrinolette
裙邊	skirting
褲子	pants\ttrouser
褲裝	pantsuit
裱糊	papering\tpaperhanging
裱糊工	paperer\tpaperhanger
裸體	nude\tnudity
裸體主義	nudism
裸體主義者	nudist
裸體照片	nudie
裸子植物	gymnosperm
裸露	bare\tbareness
裹屍布	shroud
裹麪包屑	breading
裹麪包屑的	breaded
褐煤	lignite
褐砂石	brownstone
褐鐵礦	limonite
褥瘡	bedsore
褪色	fade
褪色的	faded
褶	pleat
褶皺	folds\truffles
褶邊	frill
褶邊裝飾	frilling
褶飾	smocking
襁褓	swaddle
襟翼	flaps
西	west
西樂葆	celebrex
西伯利亞	Siberia
西伯利亞的	Siberian
西伯利亞貂	kolinsky
西蘭島	Zealand
西蘭花	broccoli
西利	sealy\tSeeley
西力士	cialis
西北	northwest
西北的	northwestern
西北風	northwester
西南	southwest
西南向	southwesterly
西南的	southwestern
西博格	Seaborg
西印度羣島	Indies
西哥特人	Visigoth
西城男孩	westlife
西塔	theta
西塔拉琴	cithara
西塔琴	sitar
西塞羅	Cicero
西塞羅化	Ciceronianize
西塞羅式	Ciceronian
西塞莉	cicely
西奈	Sinai
西奧多	Theodore
西姆拉	Simla
西姆斯	Simms
西婭	Thea
西安	Sian
西爾弗斯坦	Silverstein
西爾弗曼	Silverman
西爾斯	Sears
西爾瓦尼亞	Sylvania
西爾維	Sylvie
西爾維婭	Sylvia
西爾維斯特	Sylvester
西屋	Westinghouse
西布利	Sibley
西布魯克	Seabrook
西拉德	Szilard
西摩	Seymour
西斯廷	Sistine
西方	Occident
西方人	hesperian\twesterner
西方化	Occidentalize\tOccidentalization
西方的	Occidental
西格爾	Siegel
西格拉姆	Seagram
西格林達	Sieglinda
西格瑪	sigma
西格蒙德	Sigmund\tSiegmund
西比爾	Sybil
西漢普頓	Westhampton
西沃德	Seward
西沉	westering
西洋李	damson
西洋跳棋	draughts
西洋鏡	zoetrope
西洛	Sylow
西特琴	cither\tcithern
西班牙	Spain
西班牙人	Spaniard
西班牙化	Hispanicize\tSpaniardization
西班牙獵犬	spaniel
西班牙的	spaish\tSpanish
西班牙裔	Hispanics
西班牙裔的	Hispanic
西班牙語	espanol\tEspagnol
西瓜	watermelon
西番蓮	passionflower
西番蓮果	maypop
西福德	Sifford
西科斯基	Sikorsky
西米	sago
西莉亞	Celia
西葫蘆	zucchini
西蒙	Simon
西蒙娜	simone
西蒙斯	Simons\tSimmons
西蒙斯維爾	Simmonsville
西蒙森	Simonson
西蒙頓	Symington
西藏	Tibet
西行	westbound
西西弗斯	Sisyphus
西西里人	Sicilians
西西里島	Sicily
西西里的	Sicilian
西西里舞曲	siciliano\tSiciliana
西谷	sego
西貒	peccary
西貢	Saigon
西辛	sising
西進	westing
西部	western
西部片	westerns
西酞普蘭	celexa
西里爾	Cyril
西裏爾字母	Cyrillic
西門子	Siemens
西隆	Shillong
西雅圖	Seattle
西風	westerly
西鯡	shad\tsprat
要人	nob\tbigwig
要害	vitals
要求	requirement\trevendication
要求者	demander
要點	nub\tgist
要約人	offerer
覆盆子	raspberry
覆蓋	clad\tcover
覆蓋層	cladding
覆蓋物	mulch\tcovers
覆蓋的	covered
覆蓋者	blanketer
覆蓋範圍	coverage
見習期	novitiate
見多識廣的	informed
見鬼	heck
觀衆	viewers\taudience
觀光	sightsee
觀察	observe\tobservation
觀察到的	observed
觀察力強的	observant
觀察員	spotter
觀察者	watcher\tobserver
觀星	stargaze
觀星者	stargazer
觀景樓	belvedere
觀點	opinion\tviewpoint
觀看	viewing\tspectate
觀看中	watching
觀看行爲	watchings
觀鳥	birding
規劃	planning
規劃者	planner
規則	rule
規定	regs\tprescript
規定的	prescribed\tstipulated
規定者	stipulator
規律性	regularity\tregularities
規格	spec\tspecification
規模	scale
規範	norms
規範化	regularize\tregularise
規範名稱	CNAME
規範地	canonically
規範性	canonicity
規範的	canonic\tnormative
規避	circumvent\tcircumvention
規避了	circumvented
覓食	forage\tscavenge
覓食者	forager
視像管	vidicon
視力	vision\teyesight
視力計	optometer
視聽的	audiovisual
視唱	solfege\tsightsinging
視圖	view\tviewpicture
視察的	visitatorial
視差	parallax
視窗	Windows
視窗RT	Windows RT
視窗Vista	Windows Vista
視窗XP	Windows XP
視窗千禧版	Windows Me
視窗媒體播放器	Windows Media Player
視窗手機	Windows Phone
視窗新技術	Windows NT
視窗服務器	Windows Server
視窗移動版	Windows Mobile
視紫紅質	rhodopsin
視網膜	retina
視網膜檢查	retinoscopy
視網膜的	retinal
視網膜鏡	retinoscope
視覺	visual
視覺上	visually
視覺專業版	Vision Pro
視覺的	optic\tvisional
視角	POV\tperspective
視野	eyeshot\thorizons
視頻	video
視頻下載器	yt-dlp
視頻光盤	VCD\tVideo CD
視頻博主	vlogger
視頻博客	vlog
視頻圖形陣列	VGA
視頻處理庫	FFmpeg
視頻廣播	videocast
視頻格式	MP\tWMV
視頻終端	vdt
視頻編碼	AVC\tmpeg
視頻通話	FaceTime
覺悟	enlightenment
覺醒	woke\twakening
覬覦	covet
角	horn
角力場	palestra
角力學校	palaestra
角宿一	Spica
角巖	hornstone
角度	angle
角鬥士	gladiator
角鬥的	gladiatorial
角樹	hornbeam
角樓	bartizan
角礫岩	breccia
角膜	cornea
角膜炎	keratitis
角膜的	corneal
角色	role\tcharacter
角色不當	miscast
角色扮演	cosplay
角色扮演遊戲	RPG\tRole-Playing Game
角落	nook\tcorner
角蛋白	keratin
角豆	carob
角質	cutin\tcorneous
角質層	cuticle
角質層的	cuticular
角質的	keratose
角閃石	amphibole
角馬	wildebeest
角鯊	dogfish
角鯰	hornpout
解下	unsling
解決	solve\tsettle
解決中	resolving
解決了	resolved
解決方案	solution
解決者	solver\tresolver
解凍	unfreeze
解剖	dissect\tanatomize
解剖上	anatomically
解剖學	anatomy
解剖學家	anatomist
解剖的	anatomic\tanatomical
解剖者	dissector
解卷	unwinding
解卷器	unwinder
解壓	decompress
解壓軟件	The Unarchiver
解吸	desorption
解填充	destuff
解複用	demux\tdemultiplex
解複用器	demultiplexer
解複用的	demultiplexed
解密	decrypt\tdecryption
解封	unblock
解封中	unblocking
解帶	ungird\tunstrap
解開	unlay\tunfix
解開中	disentangling
解開的	untied\tunwound
解開紐扣	unbutton
解開紐扣的	unbuttoned
解引用	dereference
解放	manumit\tunfetter
解放的	liberated
解放者	liberator\temancipator
解救	deliverance
解散	disband\tdissolution
解散中	disbanding
解析	parse\tparsings
解析中	parsing
解析器	parser
解夢	oneiromancy
解毒	detoxify\tdetoxicate
解毒劑	antidote
解毒的	antidotal
解痙藥	antispasmodic
解碼	decode\tunscramble
解碼器	decoder
解碼過程	decodings
解禁	unban\tunmuzzle
解繩	uncord
解脫	unstuck\textricate
解調	demodulate\tdemodulation
解調器	demodulator
解釋	explain\tconstrue
解釋中	construing
解釋地	interpretively
解釋性	explanatory\tinterpretive
解釋者	explainer
解鎖	unlock
解除催眠	dehypnotise\tdehypnotize
解除徵用	derequisition
解除武裝	unarm\tdisarm
解除消毒	desterilise\tdesterilize
解除管制	decontrol
解僱	fired\tdismiss
解僱中	dismissing
解僱者	dismisser
觸發	trigger
觸發中	triggering
觸發器	triggers
觸地	touchdown
觸底	bottomed\tbottoming
觸手	tentacle
觸手狀的	tentacular
觸控ID	Touch ID
觸控欄	Touch Bar
觸摸	touch\tpalpate
觸覺	tactility
觸覺的	tactual\ttactile
觸角	feeler
觸針	styli\tstylus
觸鬚	palp\tpalpus
言語表達	verbalization
詹妮弗	Jennifer
詹姆斯	James
詹姆斯一世時期的	Jacobean
詹姆斯黨人	Jacobite
詹姆斯敦	Jamestown
詹姆森	Jameson
詹娜	jenna
詹寧斯	Jennings
詹森	Jansen\tJensen
詹森派	Jansenist
詹金斯	Jenkins
誓言	vow\toath
警衛室	guardroom\tguardhouse
警句	mot\tepigram
警句作者	epigrammatist
警句的	epigrammatic
警告	warn\tcaveat
警告地	warningly
警告的	monitory\tcautionary
警員	constable
警察	cop\tbobby
警察部隊	constabulary
警惕	vigilance
警惕地	vigilantly\twatchfully
警惕性	watchfulness
警惕的	wary\twatchful
警戒線	cordon
警報	alarm\talarum
警報器	siren\talertor
警棍	truncheon\tnightstick
警覺	alert\talertness
警覺地	alertly\talertedly
警覺的	alarmed\talerted
警鐘	tocsin
警長	sheriff
計件工	pieceworker
計件工作	taskwork\tpiecework
計價器	taximeter
計劃	plan
計劃外	unplanned
計劃的	planned
計數	tally\tcounts
計數器	counters
計時	clocked\tclocking
計時員	clocker\ttimekeeper
計時器	timer\tchrono
計時學	chronometry
計時工作	timework
計時法	chronography
計步器	pedometer
計策	stratagem
計算	calc\tcompute
計算上	computationally
計算出的	computed\tcalculated
計算器	calcbot\treckoner
計算機	computer
計算機專家	computerist
計算機世界	computerworld
計算機化	computerise\tcomputerize
計算機化的	computerised
計算機博覽會	Comdex
計算機圖形	cg
計算機數控	CNC
計算機生成圖像	CGI
計算機輔助設計	AutoCAD
計算的	calculative\tcalculating
計算者	amounter
計費	billing
計量	metering\tmeterage
計量單位	UOM
計量學	metrology
計量經濟	econometric
計量經濟學	econometrics
計量經濟學刊	Econometrica
訂書機	stapler
訂書釘	staple
訂婚	betroth\taffiance
訂閱	subscibe\tsubscribe
訂閱者	subscriber
訃告	obituary\tnecrology
訃告體	obituarese
認爲	deem\topine
認爲中	deeming
認出	recognise\trecognize
認出的	recognised\trecognized
認可	approbation
認真	earnest\tearnestness
認真地	earnestly
認知	noesis\tcognise
認知上	cognitively
認知的	cognitive\tcognizant
認證	auth\tcertify
認證中	certifying
認證的	probated\tcertified
認證者	certifier
認識	realise
認識論	epistemology
認識論的	epistemological
討人喜歡的	simpatico
討價還價	dicker\thaggle
討價還價者	chafferer\tbargainer
討債	dun
討厭	drat\tobnoxious
討厭地	horridly\tplaguily
討厭的	icky\tplaguy
討厭鬼	nudnik\tstinker
討好	fawned\tingratiate
討好的	flattering\tingratiating
討論	discuss\tdiscussion
討論中	discussing
討論者	discussant
討論過	discussed
讓	let
讓與人	alienor\talienator
讓我	lemme\tlet's
讓步	concession
讓步的	concessive
訓斥	reprimand
訓練	training
訓練後	post-training
訓練過的	trained
訓諭	allocution
議會	parliament
議會的	parliamentary
議會記錄	hansard
議員	bencher\tcouncilmen
議程	agenda\tagendum
記事本	jotter\tnotepad
記住	remember\tmemorise
記住我的話	MarkMyWords
記入日記	journalize\tjournalise
記分卡	scorecard
記分員	scorekeeper
記分牌	scoreboard
記錄	logged\trecord
記錄中	recording\tdocumenting
記錄器	recorder
記錄者	documenter
記憶	memory\tmemories
記憶專家	mnemonist
記憶力強	retentive\tretentivity
記憶力強地	retentively
記憶痕跡	engram
記憶着	memorizing
記憶者	memorizer
記波器	kymograph
記者	reporter\tjournalist
